service	port
intecom-ps1	5056
intecom-ps2	5057
sip	5060
sip-tls	5061
stanag-5066	5066
i-net-2000-npr	5069
powerschool	5071
sentinel-lm	5093
sentlm-srv2srv	5099
cobalt-raq	5100
rmonitor_secure	5145
atmp	5150
esri_sde	5151
sde-discovery	5152
ife_icorp	5165
aim	5190
aim	5191
aim	5192
aim	5193
targus-getdata	5200
targus-getdata1	5201
targus-getdata2	5202
targus-getdata3	5203
jabber	5222
jabber-ssl	5223
sgi-dgl	5232
padl2sim	5236
Backdoor-AML	5262
jabber-s2s	5269
pk	5272
hacl-hb	5300
hacl-gs	5301
hacl-cfg	5302
hacl-probe	5303
hacl-local	5304
hacl-test	5305
sun-mc-grp	5306
sco-aip	5307
cfengine	5308
jprinter	5309
outlaws	5310
tmlogin	5311
opalis-rbt-ipc	5314
hacl-poll	5315
Firehotcker	5321
Backage	5333
NetDemon	5333
WCRat	5343
BackConstruction	5400
BladeRunner	5400
excerpt	5400
BackConstruction	5401
BladeRunner	5401
excerpts	5401
Mneah	5401
BackConstruction	5402
BladeRunner	5402
mftp	5402
Mneah	5402
hpoms-ci-lstn	5403
hpoms-dps-lstn	5404
netsupport	5405
PcDuo	5405
systemics-sox	5406
foresyte-clear	5407
foresyte-sec	5408
salient-dtasrv	5409
salient-usrmgr	5410
actnet	5411
continuus	5412
wwiotalk	5413
statusd	5414
ns-server	5415
sns-gateway	5416
sns-agent	5417
mcntp	5418
dj-ice	5419
cylink-c	5420
netsupport2	5421
salient-mux	5422
virtualuser	5423
devbasic	5426
sco-peer-tta	5427
telaconsole	5428
base	5429
radec-corp	5430
park-agent	5431
postgres	5432
dttl	5435
apc-tcp-udp-4	5454
apc-tcp-udp-5	5455
apc-tcp-udp-6	5456
silkmeter	5461
ttl-publisher	5462
netops-broker	5465
hotline	5498
fcp-addr-srvr1	5500
hotline	5500
fcp-addr-srvr2	5501
hotline	5501
fcp-srvr-inst1	5502
fcp-srvr-inst2	5503
fcp-cics-gw1	5504
secureidprop	5510
IllusionMailer	5512
sdlog	5520
sdserv	5530
TheFlu	5534
sdreport	5540
sdadmind	5550
Xtcp	5550
sasser-ftp	5554
personal-agent	5555
ServeMe	5555
BOFacil	5556
BOFacil	5557
udpplus	5566
RoboHack	5569
Robo-Hack	5569
esinstall	5599
esmmanager	5600
esmagent	5601
a1-msc	5602
a1-bs	5603
a3-sdunode	5604
a4-sdunode	5605
pcanywheredata	5631
pcanywherestat	5632
PCCrasher	5636
PCCrasher	5637
PCCrasher	5638
rrac	5678
dccm	5679
canna	5680
proshareaudio	5713
prosharevideo	5714
prosharedata	5715
prosharerequest	5716
prosharenotify	5717
openmail	5729
unieng	5730
ida-discover1	5741
ida-discover2	5742
WinCrash	5742
fcopy-server	5745
fcopys-server	5746
openmailg	5755
x500ms	5757
PortmapRemoteRoot	5760
PRRLE	5760
openmailns	5766
s-openmail	5767
openmailpxy	5768
netagent	5771
vnc	5800
vnc	5801
Y3KRAT	5802
icmpd	5813
wherehoo	5859
SubSeven2.2	5873
Y3KRAT	5880
Y3KRAT	5882
Y3KRAT	5888
Y3KRAT	5889
vnc	5900
vnc-1	5901
vnc-2	5902
mppolicy-v5	5968
mppolicy-mgr	5969
ncd-pref-tcp	5977
ncd-diag-tcp	5978
ncd-conf-tcp	5979
wbem-rmi	5987
wbem-http	5988
wbem-https	5989
ncd-pref	5997
ncd-diag	5998
cvsup	5999
ncd-conf	5999
TheThing	6000
x11	6000
x11	6001
x11	6002
x11	6003
x11	6004
x11	6005
BadBlood	6006
x11	6006
x11	6007
x11	6008
x11	6009
x11	6010
x11	6011
x11	6012
x11	6013
x11	6014
x11	6015
x11	6016
x11	6017
x11	6018
x11	6019
x11	6020
x11	6021
x11	6022
x11	6023
x11	6024
x11	6025
x11	6026
x11	6027
x11	6028
x11	6029
x11	6030
x11	6031
x11	6032
x11	6033
x11	6034
x11	6035
x11	6036
x11	6037
x11	6038
x11	6039
x11	6040
x11	6041
x11	6042
x11	6043
x11	6044
x11	6045
x11	6046
x11	6047
x11	6048
x11	6049
x11	6050
x11	6051
x11	6052
x11	6053
x11	6054
x11	6055
x11	6056
x11	6057
x11	6058
x11	6059
x11	6060
x11	6061
x11	6062
x11	6063
ndl-ahp-svc	6064
winpharaoh	6065
ewctsp	6066
srb	6067
gsmp	6068
trip	6069
messageasap	6070
ssdtp	6071
diagnose-proc	6072
directplay8	6073
Backdoor-AML	6079
synchronet-db	6100
synchronet-rtc	6101
synchronet-upd	6102
rets	6103
dbdb	6104
primaserver	6105
mpsserver	6106
etc-control	6107
sercomm-scadmin	6108
globecast-id	6109
softcm	6110
spc	6111
dtspc	6112
fsgs	6112
backup-express	6123
dameware	6129
meta-corp	6141
aspentec-lm	6142
watershed-lm	6143
statsci1-lm	6144
statsci2-lm	6145
lonewolf-lm	6146
montage-lm	6147
ricardo-lm	6148
tal-pod	6149
crip	6253
SecretService	6272
bmc-grx	6300
emp-server1	6321
emp-server2	6322
gnutella-svc	6346
BearShare	6346
gnutella-rtr	6347
clariion-evr01	6389
6400	6400
info-was	6401
info-eventsvr	6402
info-cachesvr	6403
info-filesvr	6404
info-pagesvr	6405
info-processvr	6406
skip-cert-recv	6455
skip-cert-send	6456
lvision-lm	6471
boks	6500
boks_servc	6501
boks_servm	6502
boks_clntd	6503
badm_priv	6505
badm_pub	6506
bdir_priv	6507
bdir_pub	6508
McAfee-http	6515
apc-tcp-udp-1	6547
apc-tcp-udp-2	6548
apc-tcp-udp-3	6549
fg-sysupdate	6550
xdsxdm	6558
parsec-master	6580
parsec-peer	6581
parsec-game	6582
AnalogX	6588
TEMan	6661
Weia-Meia	6661
ircu	6665
DarkConnectionInside	6666
DarkConnection	6666
irc-serv	6666
ircu	6666
NetBusworm	6666
TCPShell.c	6666
DarkFTP	6667
EGO	6667
irc	6667
ircu	6667
kaitex	6667
Maniacrootkit	6667
Moses	6667
ScheduleAgent	6667
Subseven2.1.4DefCon8	6667
SubSeven	6667
TheThing	6667
Trinity	6667
WinSatan	6667
irc	6668
ircu	6668
HostControl	6669
ircu	6669
Vampire	6669
BackWebServer	6670
DeepThroat	6670
Foreplay	6670
vocaltec-gold	6670
WinNukeeXtreame	6670
DeepThroat	6671
vision_server	6672
vision_elmd	6673
napster	6699
WinMX	6699
kti-icad-srvr	6701
BackDoorG	6711
BackDoor-G	6711
SubSARI	6711
SubSeven	6711
VPKiller	6711
Funnytrojan	6712
SubSeven	6712
SubSeven	6713
ibprotocol	6714
Mstream	6723
bmc-perf-agent	6767
UandMe	6767
bmc-perf-mgrd	6768
DeepThroat	6771
Foreplay	6771
2000Cracks	6776
BackDoor-G	6776
SubSeven	6776
VPKiller	6776
telnet	6778
ibm-db2-admin	6789
hnmp	6790
ambit-lm	6831
netmo-default	6841
netmo-http	6842
iccrushmore	6850
bittorrent	6881
DeltaSourceDarkStar	6883
muse	6888
ShitHeep	6912
Indoctrination	6939
jmact3	6961
jmevt2	6962
swismgr1	6963
swismgr2	6964
swistrap	6965
swispol	6966
2000Cracks	6969
acmsoda	6969
Danton	6969
GateCrasher	6969
IRC3	6969
NetController	6969
Priority	6969
GateCrasher	6970
iatp-highpri	6998
iatp-normalpri	6999
afs3-fileserver	7000
ExploitTranslation	7000
Kazimas	7000
RemoteGrab	7000
SubSeven2.1Gold	7000
SubSeven	7000
afs3-callback	7001
Freak2k	7001
Freak88	7001
NetSnooperGold	7001
afs3-prserver	7002
afs3-vlserver	7003
afs3-kaserver	7004
afs3-volser	7005
afs3-errors	7006
afs3-bos	7007
afs3-update	7008
afs3-rmtsys	7009
ups-onlinet	7010
talon-disc	7011
talon-engine	7012
microtalon-dis	7013
microtalon-com	7014
talon-webserver	7015
dpserve	7020
dpserveadmin	7021
arcp	7070
lazy-ptop	7099
font-service	7100
virprot-lm	7121
Lohoboyshik	7158
clutild	7174
fodms	7200
dlip	7201
SubSeven2.1Gold	7215
SubSeven	7215
itactionserver1	7280
itactionserver2	7281
NetMonitor	7300
ODD	7300
swx	7300
NetMonitor	7301
swx	7301
swx	7302
swx	7303
swx	7304
swx	7305
NetMonitor	7306
swx	7306
NetMonitor	7307
RemoteProcessMonitor	7307
swx	7307
NetMonitor	7308
swx	7308
XSpy	7308
swx	7309
swx	7310
swx	7311
swx	7312
swx	7313
swx	7314
swx	7315
swx	7316
swx	7317
swx	7318
swx	7319
swx	7320
swx	7321
swx	7322
swx	7323
swx	7324
swx	7325
icb	7326
swx	7326
swx	7327
swx	7328
swx	7329
swx	7330
swx	7331
swx	7332
swx	7333
swx	7334
swx	7335
swx	7336
swx	7337
swx	7338
swx	7339
swx	7340
swx	7341
swx	7342
swx	7343
swx	7344
swx	7345
swx	7346
swx	7347
swx	7348
swx	7349
swx	7350
swx	7351
swx	7352
swx	7353
swx	7354
swx	7355
swx	7356
swx	7357
swx	7358
swx	7359
swx	7360
swx	7361
swx	7362
swx	7363
swx	7364
swx	7365
swx	7366
swx	7367
swx	7368
swx	7369
swx	7370
swx	7371
swx	7372
swx	7373
swx	7374
swx	7375
swx	7376
swx	7377
swx	7378
swx	7379
swx	7380
swx	7381
swx	7382
swx	7383
swx	7384
swx	7385
swx	7386
swx	7387
swx	7388
swx	7389
swx	7390
mindfilesys	7391
mrssrendezvous	7392
winqedit	7395
HostControl	7424
pmdmgr	7426
oveadmgr	7427
ovladmgr	7428
opi-sock	7429
xmpv7	7430
pmd	7431
faximum	7437
telops-lmd	7491
pafec-lm	7511
nta-ds	7544
nta-us	7545
emule	7561
vsi-omega	7566
aries-kfinder	7570
sun-lm	7588
Qaz	7597
Binghe	7626
Glacier	7626
Hyne	7626
pmdfmgt	7633
Glacier	7718
cbt	7777
FWTK-authsvr	7777
GodMessage	7777
oracle-portal	7777
TheThing(modified)	7777
Tini	7777
interwise	7778
UnReal_UT	7778
vstat	7779
accu-lmgr	7781
minivend	7786
BackDoorSetup	7789
ICKiller	7789
Mozilla	7789
Oblivion	7826
TheReVeNgEr	7891
qo-secure	7913
t2-drm	7932
t2-brm	7933
supercell	7967
micromuse-ncps	7979
quest-vista	7980
Mstream	7983
irdmi2	7999
irdmi	8000
vcom-tunnel	8001
teradataordbms	8002
http-alt	8008
novell-http	8008
netware-rmgr	8009
wingate	8010
oa-system	8022
cisco-net-mgmt	8023
pro-ed	8032
mindprint	8033
http-alt	8080
blackice	8081
blackice	8082
xprint-server	8100
cp-cluster	8116
indigo-vrmi	8130
indigo-vbcp	8131
dbabble	8132
patrol	8160
patrol-snmp	8161
Zafi.D	8181
Erkez.D	8181
pix-devmng	8181
biblioTECH	8181
snapstream	8192
trivnet1	8200
trivnet2	8201
lm-perfworks	8204
lm-instmgr	8205
lm-dta	8206
lm-sserver	8207
lm-webwatcher	8208
Bloomberg	8292
server-find	8351
cruise-enum	8376
cruise-swroute	8377
cruise-config	8378
cruise-diags	8379
cruise-update	8380
imail www	8383
cvd	8400
sabarsd	8401
abarsd	8402
admind	8403
pcsync-ssl	8443
pcsync	8444
npmp	8450
vp2p	8473
rtsp-alt	8554
Cisco Tomcat	8555
Unin68	8685
ibus	8733
mc-appserver	8763
openqueue	8764
ultraseek-http	8765
BackOrifice2000	8787
BO2K	8787
truecm	8804
FraggleRockLite	8812
cddbp-alt	8880
ddi-tcp-1	8888
sun-answerbook	8888
ddi-tcp-2	8889
ddi-tcp-3	8890
ddi-tcp-4	8891
ddi-tcp-5	8892
seosload	8892
ddi-tcp-6	8893
ddi-tcp-7	8894
jmb-cds1	8900
jmb-cds2	8901
dabber	8967
BacHack	8988
Rcon	8989
Recon	8989
Xcon	8989
cslistener	9000
Netministrator	9000
sidewinder-admin	9003
websm	9090
zeus-admin	9090
xmltec-xmlmail	9091
jetdirect	9099
jetdirect	9100
dragon	9111
netlock1	9160
netlock2	9161
netlock3	9162
netlock4	9163
netlock5	9164
wap-wsp	9200
wap-wsp-wtp	9201
wap-wsp-s	9202
wap-wsp-wtp-s	9203
wap-vcard	9204
wap-vcal	9205
wap-vcard-s	9206
wap-vcal-s	9207
callwaveiam	9283
armtechdaemon	9292
guibase	9321
mpidcmgr	9343
mphlpdmc	9344
ctechlicensing	9346
fjdmimgr	9374
fjinvmgr	9396
mpidcagt	9397
InCommand	9400
ismserver	9500
man	9535
msgsys	9594
pds	9595
micromuse-ncpw	9600
rasadv	9753
RemoteComputerControl	9870
PortalofDoom	9872
PortalofDoom	9873
PortalofDoom	9874
PortalofDoom	9875
CyberAttacker	9876
Rux	9876
sd	9876
TransScout	9878
cyborg-systems	9888
dabber	9898
sctp-tunneling	9899
iua	9900
domaintime	9909
apcpcpluswin1	9950
apcpcpluswin2	9951
apcpcpluswin3	9952
IniKiller	9989
Ini-Killer	9989
realsecure	9990
realsecure	9991
palace-1	9992
realsecure	9992
palace-2	9993
palace-3	9994
palace-4	9995
palace-5	9996
palace-6	9997
distinct32	9998
distinct	9999
ThePrayer	9999
BackupExec	10000
OpwinTRojan	10005
stel	10005
mvs-capacity	10007
Cheeseworm	10008
Lion	10008
LionWorm	10008
amanda	10080
amandaidx	10082
amidxtape	10083
Syphillis	10085
Syphillis	10086
ControlTotal	10100
GiFttrojan	10100
BrainSpy	10101
Silencer	10101
netiq-endpoint	10113
netiq-qcheck	10114
netiq-endpt	10115
bmc-perf-sd	10128
lovegate	10168
ca-licensem	10203
ca-licensem	10204
blocks	10288
AcidShivers	10520
HostControl	10528
Coma	10607
dipnet [trojan]	10758
SennaSpyTrojanGenerator	11000
SennaSpy	11000
metasys	11001
HostControl	11050
HostControl	11051
vce	11111
smsqp	11201
Progenictrojan	11223
SecretAgent	11223
imip	11319
atm-uhas	11367
pksd	11371
tempest-port	11600
h323callsigalt	11720
dipnet [trojan]	11768
Latinus	11831
entextxid	12000
entextnetwk	12001
entexthigh	12002
entextmed	12003
entextlow	12004
Gjamer	12076
hivep	12172
Hack99KeyLogger	12223
	12223
PreCursor	12310
NetBus	12345
FatBitchtrojan	12346
GabanBus	12346
NetBus	12346
X-bill	12346
BioNet	12348
BioNet	12349
Webhead	12349
Whackamole	12361
Whack-a-mole	12361
Whackamole	12362
Whack-a-mole	12362
Whack-a-mole	12363
ButtMan	12624
WhackJob	12631
Eclipse2000	12701
tsaf	12753
Mstream	12754
Backdoor-QR	12973
Backdoor-QR	12975
SennaSpy	13000
BitchController	13010
HackerBrasilHBR	13010
HackerBrasil	13010
PsychWard	13013
PsychWard	13014
neverwinternights	13139
i-zipqd	13160
	13223
powwow-client	13223
powwow-server	13224
Chupacabra	13473
bprd	13720
bpbrm	13721
bpjava-msvc	13722
vnetd	13724
bpcd	13782
vopied	13783
dsmcc-config	13818
dsmcc-session	13819
dsmcc-passthru	13820
dsmcc-download	13821
dsmcc-ccp	13822
itu-sccp-ss7	14001
palm-hotsync	14237
palm-hotsync-manage	14238
PCInvader	14500
PCInvader	14501
PCInvader	14502
PCInvader	14503
hde-lcesrvr-1	14936
hde-lcesrvr-2	14937
hydap	15000
NetDemon	15000
HostControl	15092
Mstream	15104
dipnet [trojan]	15118
xpilot	15345
SubZero	15382
CDK	15858
netserialext1	16360
netserialext2	16361
netserialext3	16367
netserialext4	16368
Mosucker	16484
Stacheldraht	16660
ICQRevenge	16772
Subseven2.1.4DefCon8	16959
SubSeven	16959
Priority	16969
intel-rci-mp	16991
isode-dua	17007
Mosaic	17166
soundsvirtual	17185
chipper	17219
Kuang2TheVirus	17300
kohan-game	17437
KidTerror	17449
CrazzyNet	17499
CrazzyNet	17500
Infector	17569
AudioDoor	17593
Nephron	17777
biimenu	18000
http_rwbs	18009
opsec-cvp	18181
opsec-ufp	18182
opsec-sam	18183
opsec-lea	18184
opsec-omi	18185
opsec-ela	18187
ac-cluster	18463
Knark	18667
apc-necmp	18888
opsec-uaa	19191
keysrvr	19283
keyshadow	19315
mtrgtrans	19398
hp-sco	19410
hp-sca	19411
hp-sessmon	19412
jcp	19541
ICQRevenge	19864
Millenium	20000
Insect	20001
Millenium(Lm)	20001
Millenium	20001
AcidkoR	20002
btx	20005
Mosucker	20005
VPKiller	20023
NetBus2.0ProHidden	20034
NetBus2.0Pro	20034
NetBus2Pro	20034
NetRex	20034
WhackJob	20034
Aristotle	20139
Chupacabra	20203
ipulse-ics	20222
BLAtrojan	20331
Shaft	20432
track	20670
athand-mmp	20999
GirlFriend	21544
KidTerror	21544
Matrix	21544
Exploiter	21554
FreddyK	21554
KidTerror	21554
Schwindler	21554
Winsp00fer	21554
Breach	21579
vofr-gateway	21590
webphone	21845
netspeak-is	21846
netspeak-cs	21847
netspeak-acd	21848
netspeak-cps	21849
Latinus	21957
snapenetio	22000
optocontrol	22001
DonaldDick	22222
Prosiak	22222
Ruler	22222
RUXTheTIc.K	22222
wnn6	22273
wnn6_Cn	22289
wnn6_Kr	22305
wnn6_Tw	22321
SiN	22450
vocaltec-wconf	22555
aws-brf	22800
brf-gw	22951
NetTrash	23005
Olive	23005
Oxon	23005
NetTrash	23006
Logged	23023
Amanda	23032
Konik	23321
Asylum	23432
EvilFTP	23456
UglyFTP	23456
WhackJob	23456
DonaldDick	23476
DonaldDick	23477
InetSpy	23777
Infector	24000
med-ltp	24000
med-fsp-rx	24001
med-fsp-tx	24002
med-supp	24003
med-ovw	24004
med-ci	24005
med-net-svc	24006
filesphere	24242
vista-4gl	24249
Latinus	24289
intel_rci	24386
binkp	24554
flashfiler	24677
icl-twobase1	25000
icl-twobase2	25001
icl-twobase3	25002
icl-twobase4	25003
icl-twobase5	25004
icl-twobase6	25005
icl-twobase7	25006
icl-twobase8	25007
icl-twobase9	25008
icl-twobase10	25009
Goy'ZTroJan	25123
FreddyK	25555
MoonPie	25685
MoonPie	25686
vocaltec-hos	25793
niobserver	25901
niprobe	25903
MoonPie	25982
quake	26000
wnn6-ds	26208
k3software-svr	26262
gserver	26264
VoiceSpyOBS	26681
VoiceSpy	26681
flex-lm	27000
flex-lm	27001
flex-lm	27002
flex-lm	27003
flex-lm	27004
flex-lm	27005
flex-lm	27006
flex-lm	27007
flex-lm	27008
flex-lm	27009
MoonPie	27160
imagepump	27345
SubSeven	27374
quakeworld	27500
SubSeven	27573
Trinoo_Master	27665
Trinoo	27665
quake3server	27960
tw-auth-key	27999
tribes	28001
	28431
Exploiter	28678
heretic2	28910
NetTrojan	29104
BackGate	29292
ovasOn	29369
Latinus	29559
TheUnexplained	29891
Infector	30000
ErrOr32	30001
LamersDeath	30003
BackdoorJZ	30005
teleop	30017
AOLTrojan	30029
NetSphere	30100
NetSphere	30101
NetSphere	30102
NetSphere	30103
NetSphere	30133
SocketsdesTroie	30303
SocketsdeTroie	30303
Mantis	30700
Intruse	30947
Kuang2	30999
Knark	31221
Trinoo	31335
BoWhack	31336
ButtFunnel	31336
ADMworm	31337
BackFire	31337
BackOrifice1.20patches	31337
BackOrifice(Lm)	31337
BackOrificerussian	31337
BaronNight	31337
Beeone	31337
bindshell	31337
BO2	31337
BOclient	31337
BOFacil	31337
BOspy	31337
cron/crontab	31337
DeepBO	31337
Elite	31337
Freak2k	31337
Freak88	31337
Gummo	31337
icmp_pipe.c	31337
LinuxRootkitIV	31337
BackOrifice	31338
ButtFunnel	31338
NetSpyDK	31339
NetSpy(DK)	31339
KingPin	31510
NetBus	31557
Xanadu	31557
BOWhack	31666
BuschTrommel	31745
HackaTack	31785
	31785
HackaTack	31787
	31787
HackaTack	31788
	31788
HackaTack	31790
	31790
HackaTack	31792
	31792
DonaldDick	32001
PeanutBrittle	32100
ProjectnEXT	32100
AcidBattery	32418
HackersParadise	32768
filenet-rpc	32769
filenet-nch	32770
sometimes-rpc5	32771
sometimes-rpc7	32772
sometimes-rpc9	32773
sometimes-rpc11	32774
sometimes-rpc13	32775
sometimes-rpc15	32776
sometimes-rpc17	32777
sometimes-rpc19	32778
sometimes-rpc21	32779
sometimes-rpc23	32780
sometimes-rpc25	32786
sometimes-rpc27	32787
Acropolis	32791
Trinity	33270
Blakharaz	33333
Prosiak	33333
EmpireEarth	33335
Lion	33567
T0rnRootkit	33567
Lion	33568
T0rnRootkit	33568
SonofPsychWard	33577
SonofPsychWard	33777
Spirit2000	33911
Spirit2001	33911
BigGluck	34324
TinyTelnetServer	34324
TN	34324
DonaldDick	34444
Mantis	37237
TheKillerTrojan	37266
YetAnotherTrojan	37651
CyberSpy	38741
Sygate	39213
Busters	39507
Proxy-Mitglieder	39999
TheSpy	40412
Agent40421	40421
MastersParadise	40421
MastersParadise	40422
MastersParadise	40423
MastersParadise	40425
MastersParadise	40426
cscp	40841
csccredir	40842
csccfirewall	40843
Storm	41337
inoculan	41508
RemoteBootToolRBT	41666
RemoteBootTool	41666
reachout	43188
ndm-agent-port	43189
ip-provision	43190
Prosiak	44444
Exploiter	44575
rockwell-encap	44818
cisco-ids	45000
invision-ag	45054
Maniacrootkit	45559
Acropolis	45673
eba	45678
ssr-servermgr	45966
Psychward	46626
Psychward	46882
mbus	47000
T0rnRootkit	47017
dbbrowse	47557
directplaysrvr	47624
ap	47806
bacnet	47808
nimcontroller	48000
nimspooler	48001
nimhub	48002
nimgtw	48003
FraggleRock	48004
FraggleRock	48006
com-bardac-dw	48556
FraggleRock	49000
OnLineKeyLogger	49301
SubSARI	50000
ibm-db2	50000
Enterprise	50130
SocketsdesTroie	50505
SocketsdeTroie	50505
Fore	50766
Schwindler	50766
Cafeini	51966
AcidBattery2000	52317
RemoteWindowsShutdown	53001
SubSeven2.1Gold	54283
SubSeven	54283
BackOrifice2000	54320
BackOrifice2000	54321
SchoolBus	54321
WMTrojanGenerator	55165
WMTrojanGenerator	55166
NetRaider	57341
ButtFunnel	58339
DeepThroat	60000
Foreplay	60000
SocketsdesTroie	60000
Trinity	60001
Lion	60008
T0rnRootkit	60008
Xzip6000068	60068
Connection	60411
BunkerHill	61348
Bunker-Hill	61348
netprowler	61439
netprowler	61440
netprowler	61441
TeleCommando	61466
BunkerHill	61603
Bunker-Hill	61603
TrippLite	63333
BunkerHill	63485
Bunker-Hill	63485
phatbot-socks	63908
phatbot-http	63909
TaskmanTaskManager	64101
Taskman	64101
Devil	65000
SocketsdesTroie	65000
Stacheldrahtagent	65000
Stacheldraht	65000
pcanywhere	65301
Eclypse	65390
Jade	65421
TheTraitor=th3tr41t0r	65432
TheTraitor	65432
phatbot-ssl	65506
WindowsMite	65530
sbininitd	65534
/sbin/initd	65534
Adoreworm	65535
RC1trojan	65535
Sins	65535
